MODULE	SOURCE	DESCR
REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES
REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NTPDASE_PROTEINS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NTPDASE_PROTEINS
REACTOME_BUTYROPHILIN_BTN_FAMILY_INTERACTIONS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_BUTYROPHILIN_BTN_FAMILY_INTERACTIONS
REACTOME_SIGNALING_BY_FGFR2_IIIA_TM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_FGFR2_IIIA_TM
REACTOME_MET_ACTIVATES_RAS_SIGNALING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_MET_ACTIVATES_RAS_SIGNALING
REACTOME_MET_ACTIVATES_PI3K_AKT_SIGNALING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_MET_ACTIVATES_PI3K_AKT_SIGNALING
REACTOME_PROTEIN_UBIQUITINATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PROTEIN_UBIQUITINATION
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT
REACTOME_SIGNALING_BY_MST1	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_MST1
REACTOME_SIGNALING_BY_FGFR3_FUSIONS_IN_CANCER	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_FGFR3_FUSIONS_IN_CANCER
REACTOME_RET_SIGNALING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RET_SIGNALING
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX
REACTOME_TBC_RABGAPS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TBC_RABGAPS
REACTOME_AURKA_ACTIVATION_BY_TPX2	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_AURKA_ACTIVATION_BY_TPX2
REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS
REACTOME_PTK6_PROMOTES_HIF1A_STABILIZATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PTK6_PROMOTES_HIF1A_STABILIZATION
REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS
REACTOME_MET_ACTIVATES_PTPN11	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_MET_ACTIVATES_PTPN11
REACTOME_REELIN_SIGNALLING_PATHWAY	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_REELIN_SIGNALLING_PATHWAY
REACTOME_VLDL_ASSEMBLY	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_VLDL_ASSEMBLY
REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION
REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES
REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS
REACTOME_NEGATIVE_REGULATION_OF_ACTIVITY_OF_TFAP2_AP_2_FAMILY_TRANSCRIPTION_FACTORS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_NEGATIVE_REGULATION_OF_ACTIVITY_OF_TFAP2_AP_2_FAMILY_TRANSCRIPTION_FACTORS
REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS
REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_GROWTH_FACTORS_AND_THEIR_RECEPTORS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_GROWTH_FACTORS_AND_THEIR_RECEPTORS
REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_FACTORS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_FACTORS
REACTOME_RRNA_PROCESSING_IN_THE_MITOCHONDRION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RRNA_PROCESSING_IN_THE_MITOCHONDRION
REACTOME_TFAP2A_ACTS_AS_A_TRANSCRIPTIONAL_REPRESSOR_DURING_RETINOIC_ACID_INDUCED_CELL_DIFFERENTIATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TFAP2A_ACTS_AS_A_TRANSCRIPTIONAL_REPRESSOR_DURING_RETINOIC_ACID_INDUCED_CELL_DIFFERENTIATION
REACTOME_RAB_GERANYLGERANYLATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RAB_GERANYLGERANYLATION
REACTOME_MET_ACTIVATES_PTK2_SIGNALING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_MET_ACTIVATES_PTK2_SIGNALING
REACTOME_CREB3_FACTORS_ACTIVATE_GENES	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CREB3_FACTORS_ACTIVATE_GENES
REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL
REACTOME_MET_INTERACTS_WITH_TNS_PROTEINS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_MET_INTERACTS_WITH_TNS_PROTEINS
REACTOME_MET_ACTIVATES_RAP1_AND_RAC1	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_MET_ACTIVATES_RAP1_AND_RAC1
REACTOME_MET_RECEPTOR_RECYCLING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_MET_RECEPTOR_RECYCLING
REACTOME_MET_PROMOTES_CELL_MOTILITY	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_MET_PROMOTES_CELL_MOTILITY
REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS
REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS
REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS
REACTOME_PROTEIN_METHYLATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PROTEIN_METHYLATION
REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS_	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS_
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION
REACTOME_RUNX1_REGULATES_ESTROGEN_RECEPTOR_MEDIATED_TRANSCRIPTION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RUNX1_REGULATES_ESTROGEN_RECEPTOR_MEDIATED_TRANSCRIPTION
REACTOME_REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY
REACTOME_RECEPTOR_MEDIATED_MITOPHAGY	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RECEPTOR_MEDIATED_MITOPHAGY
REACTOME_DIGESTION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_DIGESTION
REACTOME_RUNX1_REGULATES_EXPRESSION_OF_COMPONENTS_OF_TIGHT_JUNCTIONS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RUNX1_REGULATES_EXPRESSION_OF_COMPONENTS_OF_TIGHT_JUNCTIONS
REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION
REACTOME_ARYL_HYDROCARBON_RECEPTOR_SIGNALLING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ARYL_HYDROCARBON_RECEPTOR_SIGNALLING
REACTOME_ESR_MEDIATED_SIGNALING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ESR_MEDIATED_SIGNALING
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_KERATINOCYTES	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_KERATINOCYTES
REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_BCR_SIGNALING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_BCR_SIGNALING
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_MYELOID_CELLS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_MYELOID_CELLS
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_INTERLEUKIN_SIGNALING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_INTERLEUKIN_SIGNALING
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_WNT_SIGNALING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_WNT_SIGNALING
REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY
REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION
REACTOME_RUNX2_REGULATES_CHONDROCYTE_MATURATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RUNX2_REGULATES_CHONDROCYTE_MATURATION
REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT
REACTOME_RUNX2_REGULATES_GENES_INVOLVED_IN_CELL_MIGRATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RUNX2_REGULATES_GENES_INVOLVED_IN_CELL_MIGRATION
REACTOME_RUNX3_REGULATES_CDKN1A_TRANSCRIPTION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RUNX3_REGULATES_CDKN1A_TRANSCRIPTION
REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING
REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY
REACTOME_REGULATION_OF_PTEN_MRNA_TRANSLATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_PTEN_MRNA_TRANSLATION
REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_COLLAGEN_CHAIN_TRIMERIZATION
REACTOME_COMPETING_ENDOGENOUS_RNAS_CERNAS_REGULATE_PTEN_TRANSLATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_COMPETING_ENDOGENOUS_RNAS_CERNAS_REGULATE_PTEN_TRANSLATION
REACTOME_REGULATION_OF_PTEN_LOCALIZATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_PTEN_LOCALIZATION
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY
REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT
REACTOME_RUNX3_REGULATES_IMMUNE_RESPONSE_AND_CELL_MIGRATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RUNX3_REGULATES_IMMUNE_RESPONSE_AND_CELL_MIGRATION
REACTOME_CRISTAE_FORMATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CRISTAE_FORMATION
REACTOME_PROCESSING_OF_SMDT1	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PROCESSING_OF_SMDT1
REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION
REACTOME_RUNX3_REGULATES_WNT_SIGNALING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RUNX3_REGULATES_WNT_SIGNALING
REACTOME_NEDDYLATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_NEDDYLATION
REACTOME_RUNX3_REGULATES_YAP1_MEDIATED_TRANSCRIPTION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RUNX3_REGULATES_YAP1_MEDIATED_TRANSCRIPTION
REACTOME_RUNX3_REGULATES_P14_ARF	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RUNX3_REGULATES_P14_ARF
REACTOME_RUNX3_REGULATES_BCL2L11_BIM_TRANSCRIPTION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RUNX3_REGULATES_BCL2L11_BIM_TRANSCRIPTION
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6
REACTOME_METABOLISM_OF_RNA	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_RNA
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN
REACTOME_NUCLEOBASE_CATABOLISM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_NUCLEOBASE_CATABOLISM
REACTOME_NUCLEOBASE_BIOSYNTHESIS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_NUCLEOBASE_BIOSYNTHESIS
REACTOME_NUCLEOTIDE_SALVAGE	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_NUCLEOTIDE_SALVAGE
REACTOME_METABOLISM_OF_STEROIDS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_STEROIDS
REACTOME_INTESTINAL_ABSORPTION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_INTESTINAL_ABSORPTION
REACTOME_TYROSINE_CATABOLISM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TYROSINE_CATABOLISM
REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM
REACTOME_ASPARTATE_AND_ASPARAGINE_METABOLISM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ASPARTATE_AND_ASPARAGINE_METABOLISM
REACTOME_DIGESTION_AND_ABSORPTION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_DIGESTION_AND_ABSORPTION
REACTOME_CHYLOMICRON_ASSEMBLY	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CHYLOMICRON_ASSEMBLY
REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES
REACTOME_HDL_ASSEMBLY	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_HDL_ASSEMBLY
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY
REACTOME_PLASMA_LIPOPROTEIN_REMODELING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PLASMA_LIPOPROTEIN_REMODELING
REACTOME_CHYLOMICRON_REMODELING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CHYLOMICRON_REMODELING
REACTOME_HDL_CLEARANCE	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_HDL_CLEARANCE
REACTOME_CHYLOMICRON_CLEARANCE	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CHYLOMICRON_CLEARANCE
REACTOME_LDL_CLEARANCE	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_LDL_CLEARANCE
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE
REACTOME_VLDL_CLEARANCE	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_VLDL_CLEARANCE
REACTOME_HDL_REMODELING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_HDL_REMODELING
REACTOME_PHENYLALANINE_METABOLISM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PHENYLALANINE_METABOLISM
REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM
REACTOME_LIPID_PARTICLE_ORGANIZATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_LIPID_PARTICLE_ORGANIZATION
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42
REACTOME_FATTY_ACID_METABOLISM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_FATTY_ACID_METABOLISM
REACTOME_METABOLISM_OF_COFACTORS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_COFACTORS
REACTOME_TRIGLYCERIDE_METABOLISM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TRIGLYCERIDE_METABOLISM
REACTOME_GLYCOGEN_METABOLISM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_GLYCOGEN_METABOLISM
REACTOME_INTERLEUKIN_15_SIGNALING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_INTERLEUKIN_15_SIGNALING
REACTOME_OAS_ANTIVIRAL_RESPONSE	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_OAS_ANTIVIRAL_RESPONSE
REACTOME_INTERLEUKIN_35_SIGNALLING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_INTERLEUKIN_35_SIGNALLING
